0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,label
0.0,0.0,0.0,0.9887385964393616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000970389402937144,0.0037933404091745615,0.002205430530011654,0.0930691659450531,0.0018525616033002734,0.012262193486094475,0.005910553503781557,0.0007939549395814538,0.008468853309750557,0.06969159841537476,0.016055533662438393,0.002205430530011654,0.001764344284310937,0.054165370762348175,0.007674898020923138,0.0030876025557518005,0.0,0.0006175205344334245,0.0002646516659297049,0.013585451059043407,0.003175819758325815,0.009351025335490704,0.002999385353177786,0.0,0.007410246413201094,0.059105534106492996,0.0015879098791629076,0.0,0.002911168150603771,0.008204201236367226,0.0,0.0,0.0,0.0,0.0,0.0042344266548752785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017467008903622627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006969159934669733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032111067324876785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026465165428817272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.34375,6.380536417322833,0.7582435020586462,0.6889806181323404,0.9352616765997924,0.47469429216202175,0
0.0,0.0,0.0,0.9838050007820129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024889654014259577,0.0015763447154313326,0.0004977930802851915,0.05193641036748886,0.0025719308760017157,0.01153220608830452,0.0,0.0,0.0026548963505774736,0.001991172321140766,0.0,0.0,8.296551095554605e-05,0.0,0.0,0.0,0.00024889654014259577,0.004563102964311838,0.0006637240876443684,0.02289848029613495,0.008213585242629051,0.1602064073085785,0.00024889654014259577,0.0,0.00788172334432602,0.04098496213555336,0.0,0.0,8.296551095554605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0017422757809981704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020907308906316757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029037927743047476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028291238471865654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025719308760017157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0383858267718,4.432824803149607,0.7954618847326194,0.7265940097964241,0.9479249568172191,0.527938855072046,0
0.0,0.00023014703765511513,0.0,0.9383094906806946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023014703765511513,0.005638602189719677,0.008975734934210777,0.12531505525112152,0.0013808822259306908,0.042231980711221695,0.03176029026508331,0.007134558167308569,0.002071323338896036,0.29470327496528625,0.0120827192440629,0.001841176301240921,0.0017261027824133635,0.022669482976198196,0.0,0.0,0.0012658087071031332,0.023014703765511513,0.009205881506204605,0.04004558548331261,0.014269116334617138,0.058572422713041306,0.007479778490960598,0.0035672790836542845,0.011737499386072159,0.055810656398534775,0.00023014703765511513,0.0006904411129653454,0.000805514631792903,0.0013808822259306908,0.0,0.0,0.0003452205564826727,0.021748894825577736,0.004948161542415619,0.025546321645379066,0.0003452205564826727,0.02428051270544529,0.0009205881506204605,0.0,0.0003452205564826727,0.0,0.0,0.0,0.00011507351882755756,0.0,0.0,0.0,0.0,0.00011507351882755756,0.002876837970688939,0.03199043869972229,0.0,0.00011507351882755756,0.0005753675941377878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046029407531023026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037398893386125565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047180140390992165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.1926058070865,11.262856791338582,0.5925221758398614,0.4991347082813901,0.9095131522531886,0.2491354570111484,0
0.0,0.0,0.0,0.9757383465766907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030390522442758083,0.0029377504251897335,0.043661050498485565,0.0,0.0006078104488551617,0.0007091121515259147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023805908858776093,0.07871145009994507,0.06321228295564651,0.0,0.07121512293815613,0.05652637034654617,0.00010130173905054107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005267690401524305,0.14192374050617218,0.023805908858776093,0.0,0.0193486325442791,0.047409214079380035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010130173905054107,0.015600468032062054,0.035354308784008026,0.0,0.0,0.00010130173905054107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003545560874044895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04599098861217499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003748164279386401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.06213090551176,6.722563976377953,0.6693346400310386,0.5866882038822275,0.9343281121437086,0.34420304857455414,0
0.0,0.0,0.0,0.9936315417289734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.012511534616351e-05,0.0,0.021153030917048454,8.012511534616351e-05,8.012511534616351e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048075069207698107,0.007772136013954878,0.009695138782262802,0.01906977780163288,0.0017627525376155972,0.036216553300619125,0.007932386361062527,0.0,0.005128007382154465,0.011057266034185886,0.0006410009227693081,0.0,0.0008813762688077986,0.0,0.0,0.0,0.00048075069207698107,0.01602502353489399,0.009134262800216675,0.018909526988863945,0.0008813762688077986,0.09238425642251968,0.0024037533439695835,0.0,0.0012018766719847918,0.00713113509118557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011217516148462892,0.0005608758074231446,0.022915782406926155,0.0,0.00032050046138465405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009615013841539621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019310152158141136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.012511534616351e-05,0.0,0.003285129787400365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.6654773622047,6.233636811023621,0.7989785616662686,0.7492594082186916,0.9259190738610141,0.5613896608042239,0
0.0,0.0,0.0,0.9672960042953491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032510936725884676,0.0010518244234845042,0.07496639341115952,9.562040213495493e-05,0.006024085450917482,0.0023905099369585514,0.0,0.0,0.006024085450917482,9.562040213495493e-05,0.0,0.0,0.0009562040213495493,0.0,0.0,0.0,0.0018167876405641437,0.002772991545498371,0.026678092777729034,0.0,0.014056199230253696,0.08309412747621536,0.001243065227754414,0.0,0.20816561579704285,0.030407287180423737,0.0,0.00019124080426990986,0.0716196820139885,0.0,0.0,0.0,0.0,0.0,0.005259122233837843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023522619158029556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004016056656837463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028399258852005005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032510936725884676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.1868848425197,5.789985236220472,0.6947591193010181,0.6210703433849735,0.9574925274913064,0.3857283714323288,0
0.0,0.0,0.0,0.9806779026985168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002684525679796934,0.006608063355088234,0.003200780600309372,0.07320494949817657,0.0037170355208218098,0.004749545361846685,0.0011357609182596207,0.0,0.0002065019798465073,0.00010325098992325366,0.0,0.0,0.0,0.0,0.0,0.0,0.0030975297559052706,0.04594669118523598,0.023850979283452034,0.03603459522128105,0.04615319147706032,0.07403095811605453,0.011770612560212612,0.00010325098992325366,0.012080365791916847,0.0008260079193860292,0.0,0.0,0.00010325098992325366,0.0,0.0,0.0,0.0002065019798465073,0.029736284166574478,0.023437974974513054,0.01734616607427597,0.0049560475163161755,0.12090691179037094,0.0049560475163161755,0.0,0.006608063355088234,0.007330820430070162,0.0,0.0,0.00010325098992325366,0.0,0.0,0.0,0.0,0.0051625496707856655,0.012803122401237488,0.042332906275987625,0.00010325098992325366,0.029116779565811157,0.012699871324002743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003304031677544117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03768661245703697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025812748353928328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.745816929134,8.91732283464567,0.6648388726861091,0.5911131804411935,0.9378537456306477,0.349414792091303,0
0.0,0.0,0.0,0.9851544499397278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002425161423161626,0.0,0.030179787427186966,0.0,8.982079452835023e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010778495343402028,0.010149749927222729,0.008802438154816628,0.021107885986566544,0.011946165934205055,0.021646810695528984,0.0009880287107080221,0.0,0.007994051091372967,0.0009880287107080221,0.0,0.0,0.00017964158905670047,0.0,0.0,0.0,0.0010778495343402028,0.024521077051758766,0.01625756360590458,0.019850395619869232,0.014012044295668602,0.14568932354450226,0.0022455197758972645,0.0,0.01625756360590458,0.0045808604918420315,0.0,0.0,0.0011676703579723835,0.0,0.0,0.0,0.00017964158905670047,0.0037724734283983707,0.004491039551794529,0.05344337224960327,0.0,0.016347384080290794,0.007634767331182957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017964158905670047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03233548626303673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032335487194359303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.6946358267719,8.05708661417323,0.736038039339019,0.6735970125816603,0.9242028968350758,0.45373293535893733,0
0.0,0.0,0.0,0.9935091733932495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.350220014108345e-05,0.003674096893519163,0.0006680176011286676,0.03256585821509361,0.0,0.001085528638213873,8.350220014108345e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001002026372589171,0.01636643148958683,0.006012158468365669,0.027221716940402985,0.01720145344734192,0.03816050663590431,0.00025050659314729273,0.0,0.005344140809029341,8.350220014108345e-05,0.0,0.0,0.0001670044002821669,0.0,0.0,0.0,0.0005010131862945855,0.033066872507333755,0.006012158468365669,0.024800153449177742,0.005594647489488125,0.06563273072242737,0.0001670044002821669,0.0,0.004175109788775444,0.0003340088005643338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001002026372589171,0.00025050659314729273,0.04450667276978493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003507092362269759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030311299487948418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004759625531733036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.2385580708662,6.341781496062992,0.7923837136172625,0.723061190713028,0.9137006202979706,0.5228174855153419,0
0.0,0.0,0.0,0.985370934009552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021405597217381,0.00035675993422046304,0.0335354320704937,8.918998355511576e-05,0.005083829164505005,8.918998355511576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017837996711023152,0.011505507864058018,0.007402768824249506,0.022565064951777458,0.0011594698298722506,0.053692370653152466,0.0022297496907413006,0.0,0.00017837996711023152,0.0033892192877829075,0.0,0.0,0.0,0.0,0.0,0.0,8.918998355511576e-05,0.013913637027144432,0.01453796774148941,0.01953260600566864,0.00035675993422046304,0.13610391318798065,0.005173019133508205,0.0,0.001248659798875451,0.017837997525930405,0.0,0.0,8.918998355511576e-05,0.0,0.0,0.0,0.0,0.0017837996128946543,0.0022297496907413006,0.0550302192568779,0.0,0.022565064951777458,0.002943269442766905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028540794737637043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03255434334278107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003478409256786108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.6261072834646,6.239419291338584,0.7495768399877897,0.6774303739855759,0.9346095074687331,0.45891191159823724,0
