pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,label
122.77592467146981,0.6422726096195367,-0.05974643519681531,0.10703980638436215,0.03245707880486135,0.00901725236315411,-0.009545384351490585,0.0035306383274893442,0.007486566760267643,0.009972359931157616,-0.00039566458154742767,0.004993825909457012,-0.001352669225716441,0.005887824788756734,0.002784342818888594,0.0
117.64720516253016,0.5519528399590251,-0.13375692485580326,0.12005473003098008,0.039407817517078704,0.0010924359610052254,-0.01651392337555008,0.0038720158155124097,0.015719520674748032,0.010104146352950772,-0.0053212513357372895,0.01265099760529145,-0.0027426656681194383,0.007709094407764835,0.004768933601501348,0.0
225.6505776129843,0.49869448100668523,0.004969847081105506,0.029854833385978236,-0.024227672837722394,0.04907812292206954,0.0021972057083071398,0.005853189266637146,-0.021719236753991795,0.006908332576612337,-0.006134534050663013,-0.009747150535195785,-0.014752724929752622,0.007678099708542231,-0.013969410157776944,0.0
141.7432396440544,-0.9041643160433585,-0.1150685260054489,-0.10499405717879305,0.04645018536026049,-0.020420672202408858,-0.0035286779715879013,-0.009352551793892518,-0.034664827478780295,0.0047198434499268185,-0.007881939570292335,-0.010283689796022408,0.005587545245319927,-0.003729106369771094,0.008516118838400753,0.0
141.65780629944655,-0.2031581118304664,-0.13706376735884476,-0.13665994677007295,0.08302781424012282,-0.05221678157516394,0.005663837389817189,-0.0035589721353853224,-0.029470450565271648,-0.003449596898751029,0.022583744249616067,0.02066419309852539,0.028636864475575452,0.007217068836308863,0.00034502997827249465,0.0
401.2047987596437,2.2407769014068313,-0.10455275699171351,-0.21147574156703386,0.11358693467404957,-0.02276938427168627,-0.014248495411855572,-0.0510723503540536,0.03161977693794484,-0.009073862748812622,-0.008124560130272082,-0.019467264475096523,0.05544421723676134,0.0013974132736829547,0.01590730218137826,0.0
488.8299102807673,1.6488779251932804,-0.15159010648790353,-0.005428067189186735,-0.058748239332394384,0.10228148622299789,0.17163382685638187,0.001578773290623192,-0.005927816527053451,-0.03679117816331277,-0.001993315437753115,0.01214847747416434,0.01181847356595116,0.00859513435377858,0.0130368927961431,0.0
734.305651099036,1.904266677502453,-0.0441603156316151,-0.004427385936076215,-0.054896200260986266,0.1219609362546654,0.14996477281931647,0.011444033093873691,-0.00844005123909288,-0.02647977724850842,-0.011193839781768347,-0.0054428156091731,0.011505578728510482,0.007697956817569013,0.0041339398595181265,0.0
10.012563958392162,2.2934643928252028,-0.0016189011716314656,-0.0748013585881674,0.014555885814765707,-0.015299420923530272,-0.0037338835704696844,-0.012798335944746426,0.04693568054756651,-0.0085454952083522,0.014582185292959104,0.07707641090358705,-0.07145964774107778,-0.02263333742772289,0.016689861494483656,0.0
176.61479812917463,0.7350303512443668,0.11898163491359624,-0.01442311359009722,0.010367724038439524,-0.000939120368487542,-0.0019897943553815285,0.05963983456392995,0.0274665839132139,-0.016355826915449217,-0.02271634829156433,-0.012480969274747627,0.0012330783015342295,-0.0016192835498724555,0.0005185174871275031,0.0
467.00984216670275,-0.41323852154792107,0.013914623240589454,-0.04277381896139659,0.007790337872632817,-0.02255883968538896,-0.012908577693761506,0.005615760374787242,0.002396327916692752,0.00039573482423803537,0.020947982769361377,0.00768700573221576,0.010349606481482948,0.010400186504310302,-0.01627469658990295,0.0
16.289421205535035,1.2507465141151901,-0.09823157936302347,-0.07546459798321048,-0.10170330193400091,0.09692446089809342,-0.09387343707644698,0.002308808516263313,-0.015279180957628816,0.010233709321101573,-0.042432997985492486,0.01457947861981449,-0.011739402037350253,0.018330077709898206,-0.040500799769201574,0.0
